,number,classification,timestamp,latitude,longitude,report,key_words,month,year
2211,28285,Class B,2010-09-22 12:00:00+00:00,50.58378,-118.1976, Motorist witnesses a possible daylight highway crossing near Revelstoke,Motorist witnesses possible daylight highway crossing near Revelstoke,9,2010
3006,28570,Class B,2010-09-24 12:00:00+00:00,43.30679,-74.15429, Possible nighttime encounter outside a home north of Northville,Possible nighttime encounter outside home north Northville,9,2010
3634,28307,Class B,2010-09-25 12:00:00+00:00,45.83632,-121.921, Couple hear strange vocalization at their cabin near Carson,Couple hear strange vocalization cabin near Carson,9,2010
2571,35206,Class B,2010-10-02 12:00:00+00:00,38.18881,-88.83003, Possible nighttime sighting by a homeowner near Bonnie,Possible nighttime sighting homeowner near Bonnie,10,2010
2624,29386,Class B,2010-10-05 12:00:00+00:00,38.39027,-85.95914, Friends experience possible intimidation outside of Greenville,Friends experience possible intimidation outside Greenville,10,2010
883,27783,Class A,2010-10-09 12:00:00+00:00,44.59665,-84.0415, Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Man recounts two experiences bigfoot camping Lower Peninsula,10,2010
3082,28499,Class B,2010-10-09 12:00:00+00:00,39.59947,-82.63536, Possible bigfoot activity and interesting photos taken at Clear Creek Park,Possible bigfoot activity interesting photos taken Clear Creek Park,10,2010
3355,39137,Class B,2010-10-15 12:00:00+00:00,32.755,-98.0, Hunter flushes large creature when retrieving rabbit near city of Mineral Wells,Hunter flushes large creature retrieving rabbit near city Mineral Wells,10,2010
646,28568,Class A,2010-10-17 12:00:00+00:00,40.5658,-90.0055, Nighttime sighting near a dumpster by a bicyclist in Canton,Nighttime sighting near dumpster bicyclist Canton,10,2010
675,37856,Class A,2010-10-19 12:00:00+00:00,38.37945,-87.79079, Close encounter at night by a motorist near Mt.Carmel,Close encounter night motorist near Mt.Carmel,10,2010
2876,35789,Class B,2010-10-21 12:00:00+00:00,32.09515,-88.68893, Possible wood knocks heard by a photographer near Quitman,Possible wood knocks heard photographer near Quitman,10,2010
3085,28998,Class B,2010-10-22 12:00:00+00:00,40.90177,-81.26729, Motorist has possible roadside sighting at night west of Alliance,Motorist possible roadside sighting night west Alliance,10,2010
1775,28438,Class A,2010-10-22 12:00:00+00:00,48.32675,-121.6962, Hunter has a daylight sighting of a tall biped west of Darrington,Hunter daylight sighting tall biped west Darrington,10,2010
2887,34024,Class B,2010-10-22 12:00:00+00:00,46.30766,-113.1424, After exploring old gold mines a rock is thrown at a moving vehicle near Georgetown,After exploring old gold mines rock thrown moving vehicle near Georgetown,10,2010
2496,28427,Class B,2010-10-24 12:00:00+00:00,43.32922,-92.06343," Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area","Hunter experiences eerie silence, foul odor possible wood knocking Cardinal Marsh Wildlife Management Area",10,2010
230,28432,Class A,2010-10-25 12:00:00+00:00,38.25,-121.0, Motorists have sighting along Highway 88 north of Clements,Motorists sighting along Highway 88 north Clements,10,2010
1950,39922,Class B,2010-10-30 12:00:00+00:00,34.92684,-92.30753, Bowhunter intimidated by loud vocalizations at dark on Camp Robinson National Guard training base,Bowhunter intimidated loud vocalizations dark Camp Robinson National Guard training base,10,2010
2386,28450,Class B,2010-10-31 12:00:00+00:00,28.84542,-82.20726, Possible footprint found and vocalizations heard in the Flying Eagle Wildlife Management Area,Possible footprint found vocalizations heard Flying Eagle Wildlife Management Area,10,2010
3777,30154,Class B,2010-11-01 12:00:00+00:00,38.57502,-79.18524, Turkey hunters hear possible howl and bipedal steps approach their camp near Brandywine,Turkey hunters hear possible howl bipedal steps approach camp near Brandywine,11,2010
2549,28525,Class B,2010-11-02 12:00:00+00:00,41.63243,-87.76622, Possible vocalizations and stick structures found in Bachelors Grove Cemetery,Possible vocalizations stick structures found Bachelors Grove Cemetery,11,2010
2693,28017,Class B,2010-11-08 12:00:00+00:00,42.54334,-71.80123, Hikers observe and cast possible fresh footprints in Leominister State Forest,Hikers observe cast possible fresh footprints Leominister State Forest,11,2010
1035,29024,Class A,2010-11-09 12:00:00+00:00,35.88561,-81.92929, Daylight sighting of a bipedal animal by a motorist near Linville,Daylight sighting bipedal animal motorist near Linville,11,2010
2411,38893,Class B,2010-11-10 12:00:00+00:00,25.73951,-80.48021, Driver spots a tall biped crossing the road just west of Miami,Driver spots tall biped crossing road west Miami,11,2010
2669,32377,Class B,2010-11-14 12:00:00+00:00,36.8817,-84.0821, Father and son have possible encounter in a deer blind near Woodbine,Father son possible encounter deer blind near Woodbine,11,2010
649,28728,Class A,2010-11-16 12:00:00+00:00,41.84136,-87.83285, Daylight sighting by a motorist near Brookfield Zoo,Daylight sighting motorist near Brookfield Zoo,11,2010
3638,28532,Class B,2010-11-17 12:00:00+00:00,46.82742,-123.7095, Hunter near Raymond hears what sounds like a sasquatch chasing and killing a deer,Hunter near Raymond hears sounds like sasquatch chasing killing deer,11,2010
103,29417,Class A,2010-11-18 12:00:00+00:00,34.73147,-92.75093, Deer hunter has a late afternoon sighting through his rifle scope in the Winona Wildlife Management Area,Deer hunter late afternoon sighting rifle scope Winona Wildlife Management Area,11,2010
3083,28531,Class B,2010-11-18 12:00:00+00:00,41.16984,-81.64181, Witness describes possible vocalization near Bath,Witness describes possible vocalization near Bath,11,2010
2566,33040,Class B,2010-11-18 12:00:00+00:00,40.1348,-90.6757, Possible sighting by a deer hunter west of Rushville,Possible sighting deer hunter west Rushville,11,2010
2920,27906,Class B,2010-12-04 12:00:00+00:00,35.31924,-80.03551, Unknown early morning visitor heard by a youth leader in the Uwharrie National Forest,Unknown early morning visitor heard youth leader Uwharrie National Forest,12,2010
910,25336,Class A,2010-12-04 12:00:00+00:00,47.43842,-94.98708, Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji,Daylight sighting creature walkng road pull driveway near Bermidji,12,2010
3084,28730,Class B,2010-12-15 12:00:00+00:00,41.00418,-40544270.0, Possible vocalizations heard while training hunting dogs near Atwater,Possible vocalizations heard training hunting dogs near Atwater,12,2010
456,28634,Class A,2010-12-19 12:00:00+00:00,30.6966,-86.7513, Motorist has daytime sighting near I-10 Exit east of Pensacola,Motorist daytime sighting near I-10 Exit east Pensacola,12,2010
2424,42293,Class B,2010-12-24 12:00:00+00:00,28.29324,-82.35606, Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel,Possible nighttime sighting standing friends outside rural home near Wesley Chapel,12,2010
2551,28679,Class B,2011-01-04 12:00:00+00:00,41.89011,-88.18031, Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos,Hiker finds possible footprints Timber Ridge Forest Preserve (w/photos,1,2011
1009,33257,Class A,2011-01-08 12:00:00+00:00,47.66724,-108.6873, Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191,Tow truck driver watches creature drag elk away accident site south Malta Hwy. 191,1,2011
3637,28487,Class B,2011-01-11 12:00:00+00:00,47.41995,-123.2005, Possible vocalization heard near Lake Cushman and Dow Mountain,Possible vocalization heard near Lake Cushman Dow Mountain,1,2011
3639,28739,Class B,2011-01-16 12:00:00+00:00,47.94485,-123.5436, Hikers find large barefoot prints on the Elwha River Trail,Hikers find large barefoot prints Elwha River Trail,1,2011
3641,28823,Class B,2011-01-25 12:00:00+00:00,47.77293,-122.5552, Driver notices a tall dark figure behind a tree near Kingston,Driver notices tall dark figure behind tree near Kingston,1,2011
3636,28485,Class B,2011-01-25 12:00:00+00:00,47.29435,-123.1267, Possible daytime encounter by a family hiking near Lake Cushman,Possible daytime encounter family hiking near Lake Cushman,1,2011
2555,29448,Class B,2011-02-03 12:00:00+00:00,42.1551,-88.2886, Possible footprints found near Algonquin,Possible footprints found near Algonquin,2,2011
3642,28856,Class B,2011-02-04 12:00:00+00:00,46.86044,-122.7043, Young man staying up late hears and records possible vocalizations near Rainier,Young man staying late hears records possible vocalizations near Rainier,2,2011
1946,28839,Class B,2011-02-06 12:00:00+00:00,33.94073,-94.09966, Possible footprints found in snow at a home near Lockesburg (w/photos,Possible footprints found snow home near Lockesburg (w/photos,2,2011
2497,33490,Class B,2011-02-15 12:00:00+00:00,42.6766,-94.20245, Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,Large log tossed Des Moines River woman watches eagles bridge Frank Gotch State Park,2,2011
1081,28886,Class A,2011-02-20 12:00:00+00:00,36.65339,-105.9678, Couple driving home has night time sighting near Tres Piedras,Couple driving home night time sighting near Tres Piedras,2,2011
884,28373,Class A,2011-02-21 12:00:00+00:00,46.37165,-84.91665, Woman recalls her early morning sighting of a sasquatch east of Brimley,Woman recalls early morning sighting sasquatch east Brimley,2,2011
1227,28912,Class A,2011-02-22 12:00:00+00:00,38.9264,-82.14285, Motorist traveling near the Ohio River has bigfoot sighting outside Chesire,Motorist traveling near Ohio River bigfoot sighting outside Chesire,2,2011
652,28940,Class A,2011-02-24 12:00:00+00:00,41.29663,-88.60814, Motorist has night-time sighting near bridge just south of Seneca,Motorist night-time sighting near bridge south Seneca,2,2011
670,36306,Class A,2011-03-05 12:00:00+00:00,37.71917,-89.48784, Motorist has daytime sighting near railroad tracks west of Murphysboro,Motorist daytime sighting near railroad tracks west Murphysboro,3,2011
1082,28964,Class A,2011-03-07 12:00:00+00:00,35.37201,-108.2034," Motorist has close-range encounter with large, hairy biped south of Thoreau","Motorist close-range encounter large, hairy biped south Thoreau",3,2011
2472,28982,Class B,2011-03-11 12:00:00+00:00,30.79456,-84.78122, Wildlife enthusiast records moaning howls near Bainbridge,Wildlife enthusiast records moaning howls near Bainbridge,3,2011
740,43843,Class A,2011-04-01 12:00:00+00:00,37.40504,-97.4572, Observation of a Bigfoot eating mussels on the Ninnescah River,Observation Bigfoot eating mussels Ninnescah River,4,2011
1918,34224,Class B,2011-04-01 12:00:00+00:00,31.30503,-85.61766, Possible late night encounter outside a home near Pinckard,Possible late night encounter outside home near Pinckard,4,2011
1545,29092,Class A,2011-04-03 12:00:00+00:00,32.19202,-95.35257, Two afternoon sightings by father & son while driving near Tyler,Two afternoon sightings father & son driving near Tyler,4,2011
653,29165,Class A,2011-04-15 12:00:00+00:00,37.60075,-88.38197, Possible observations using thermal imager southeast of Equality,Possible observations using thermal imager southeast Equality,4,2011
457,29529,Class A,2011-04-15 12:00:00+00:00,28.93312,-80.84301, Fishing guide with clients approached by a Florida Skunk-Ape in the Merritt Island National Wildlife Refuge (includes witness sketch,Fishing guide clients approached Florida Skunk-Ape Merritt Island National Wildlife Refuge (includes witness sketch,4,2011
3412,33256,Class B,2011-04-16 12:00:00+00:00,37.047,-77.90815, Second witness reports possible activity while training at Fort Pickett,Second witness reports possible activity training Fort Pickett,4,2011
3644,29170,Class B,2011-04-26 12:00:00+00:00,47.90079,-121.6692, Man hears strange calls while hiking near swamp at Wallace Falls State Park,Man hears strange calls hiking near swamp Wallace Falls State Park,4,2011
1588,29305,Class A,2011-05-03 12:00:00+00:00,37.047,-77.90815, Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigation,Sasquatch charges witness son fires shotgun near Blackstone (includes audio follow-up investigation,5,2011
2553,29227,Class B,2011-05-03 12:00:00+00:00,37.2276,-88.7584, Possible footprints found near Metropolis,Possible footprints found near Metropolis,5,2011
736,32256,Class A,2011-05-05 12:00:00+00:00,39.7273,-97.34005, Soldier on leave has a daylight sighting while fishing near Bennington,Soldier leave daylight sighting fishing near Bennington,5,2011
2709,30634,Class B,2011-05-14 12:00:00+00:00,39.6946,-76.6691, Night hikers possibly stalked near Bee Tree Preserve,Night hikers possibly stalked near Bee Tree Preserve,5,2011
2163,34794,Class B,2011-05-14 12:00:00+00:00,51.03202,-115.09, Possible dusk sighting at Kananaskis campground,Possible dusk sighting Kananaskis campground,5,2011
2746,26617,Class B,2011-05-19 12:00:00+00:00,44.62,-83.62335, Two bowhunters hear possible screams near Glennie,Two bowhunters hear possible screams near Glennie,5,2011
3645,29303,Class B,2011-05-20 12:00:00+00:00,46.97441,-122.6317, Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,Man dog enjoying evening river rocks thrown toward near Yelm,5,2011
885,28668,Class A,2011-05-23 12:00:00+00:00,44.76665,-85.00165, Man recalls encounter he had as a teenager near Kalkaska,Man recalls encounter teenager near Kalkaska,5,2011
134,29358,Class A,2011-05-31 12:00:00+00:00,34.0,-110.0, Brief daylight sighting within the city limits of Show Low,Brief daylight sighting within city limits Show Low,5,2011
